SK_ID_CURR,TARGET
103676,0.24575767
103682,0.40895697
103683,0.25193298
103689,0.10934931
103725,0.2662026
103733,0.32683876
103744,0.09634685
103762,0.30497837
103771,0.5095651
103773,0.016803185
103783,0.23864654
103784,0.2274226
103808,0.06382434
103812,0.2588366
103813,0.4962384
103814,0.35848218
103818,0.60244447
103824,0.12835018
103828,0.07756208
103830,0.6995257
103840,0.110017836
103842,0.3261358
103847,0.51420206
103848,0.3209577
103851,0.04592917
103854,0.40921667
103857,0.40964028
103861,0.122737005
103862,0.36237237
103865,0.30462798
103870,0.11765053
103876,0.22034562
103891,0.7465217
103908,0.31217515
103914,0.28559646
103918,0.23018402
103940,0.13939759
103963,0.40950453
103966,0.3482187
103971,0.37988365
103980,0.36379415
103984,0.30166528
103985,0.24521312
103998,0.58053994
104019,0.11067627
104026,0.23045069
104035,0.44818413
104044,0.45772773
104045,0.17090611
104047,0.6161578
104051,0.19768246
104058,0.2652887
104063,0.07988982
104066,0.4066127
104087,0.11659684
104089,0.15392934
104095,0.28511405
104098,0.35722476
104104,0.16584831
104110,0.833174
104120,0.42180455
104122,0.10798955
104131,0.12976179
104132,0.40908644
104135,0.2857082
104136,0.20855692
104149,0.29380262
104150,0.29599905
104156,0.70030737
104165,0.3921616
104175,0.18033992
104179,0.2893319
104184,0.44618222
104206,0.13229062
104216,0.7035628
104230,0.4996561
104257,0.20390293
104272,0.20630394
104273,0.30256274
104278,0.1405194
104294,0.45675492
104295,0.23655842
104297,0.24357907
104298,0.39972585
104308,0.20442797
104318,0.17951901
104319,0.27506155
104320,0.40988255
104327,0.42200962
104334,0.17523357
104344,0.198728
104350,0.236772
104351,0.5528618
104354,0.15716788
104369,0.41940844
104376,0.3245504
104381,0.18889247
104384,0.12863846
104391,0.10461345
104394,0.15205353
104398,0.4568593
104402,0.053027947
104408,0.36149418
104409,0.096371025
104410,0.6313458
104412,0.3148189
104417,0.3689273
104424,0.4460303
104426,0.21961392
104435,0.33918545
104445,0.11011656
104458,0.10155822
104460,0.2218254
104466,0.120382905
104472,0.412429
104473,0.42692286
104479,0.05725658
104480,0.10981381
104482,0.32472587
104499,0.14703754
104501,0.05067092
104502,0.1579168
104506,0.4294559
104510,0.04259927
104512,0.32711276
104520,0.42665175
104528,0.2863178
104529,0.080026895
104541,0.26189187
104578,0.14294702
104584,0.35972998
104588,0.4099613
104602,0.49776655
104610,0.10398236
104611,0.43558943
104618,0.3306908
104620,0.25512868
104622,0.22855295
104624,0.13720942
104625,0.56218517
104634,0.39497867
104639,0.23323162
104646,0.20561297
104647,0.24417657
104652,0.15685008
104670,0.33470944
104677,0.14299841
104685,0.5409946
104691,0.1372916
104696,0.25087938
104699,0.052515775
104712,0.41126683
104714,0.20590167
104717,0.22668521
104718,0.17300172
104740,0.22798686
104741,0.19802819
104743,-1.2858189e-05
104744,0.13910569
104747,0.33809227
104767,0.25240347
104772,0.6674397
104776,0.54092675
104779,0.13512228
104814,0.19569618
104815,0.12896413
104830,0.37949452
104831,0.43633693
104833,0.32621598
104839,0.12382989
104840,0.14489233
104860,0.2837581
104861,0.27717826
104866,0.21018894
104870,0.12121586
104877,0.28592998
104878,0.05812244
104879,0.22190575
104880,0.18258046
104899,0.30957815
104906,0.20464593
104907,0.43025342
104913,0.38342205
104916,0.2807966
104921,0.22911565
104930,0.23376553
104931,0.70843625
104936,0.25168017
104937,0.16678539
104942,0.19564119
104943,0.18919785
104969,0.42426157
104972,0.67800504
104988,0.3243479
105013,0.16065331
105015,0.10156776
105019,0.23757064
105027,0.17138134
105030,0.38750872
105035,0.69819766
105041,0.08772628
105051,0.37020487
105056,0.19343933
105067,0.84987265
105071,0.19979559
105072,0.105565324
105074,0.3610657
105091,0.16269891
105101,0.17034711
105103,0.23117007
105134,0.20822234
105139,0.116381295
105142,0.43686265
105146,0.17174542
105163,0.20304358
105168,0.3581956
105172,0.09710194
105176,0.76201695
105195,0.27224645
105196,0.55289674
105197,0.07399202
105203,0.19104196
105223,0.38554445
105227,0.42521897
105228,0.09603815
105230,0.2827245
105231,0.38462928
105239,0.14960477
105242,0.2987341
105244,0.2607781
105245,0.31943008
105248,0.19552815
105249,0.23847939
105266,0.43474
105271,0.59332854
105276,0.24767439
105282,0.12806089
105292,0.3894098
105297,0.05882374
105332,0.31377026
105333,0.19081356
105343,0.19370918
105344,0.19098923
105345,0.3733747
105357,0.19696853
105359,0.18370934
105366,0.22066039
105367,0.25787348
105370,0.040701717
105377,0.36459133
105390,0.37356004
105399,0.05268091
105403,0.3511393
105404,0.26605496
105414,0.1381016
105417,0.24790281
105425,0.52253824
105452,0.4157315
105454,0.33306566
105456,0.25436425
105470,0.15755889
105471,0.1988456
105483,0.42203498
105493,0.2749412
105508,0.3847472
105514,0.27546933
105515,0.060045976
105528,0.63662666
105529,0.1623093
105531,0.33065075
105532,0.27062634
105558,0.04177894
105574,0.1325608
105578,0.07351131
105584,0.5940497
105595,0.31824178
105617,0.19859901
105618,0.17766051
105621,0.23625392
105625,0.38520178
105629,0.39948225
105630,0.10289639
105634,0.17646393
105635,0.14198285
105641,0.3051484
105647,0.3571913
105648,0.27340218
105655,0.17056264
105657,0.12552439
105672,0.32622486
105678,0.50184304
105682,0.4323401
105691,0.3077103
105692,0.14050181
105706,0.22484404
105712,0.18307301
105720,0.30672497
105734,0.09173673
105735,0.25679448
105736,0.6204769
105737,0.055523597
105738,0.3857947
105740,0.45894626
105744,0.36057237
105747,0.18376584
105749,0.4591271
105754,0.21763584
105758,0.21053813
105760,0.20895614
105767,0.40380952
105784,0.50513095
105791,0.12195056
105802,0.5273613
105807,0.4491304
105809,0.21586865
105816,0.19419515
105817,0.15375167
105824,0.42059723
105832,0.2598983
105856,0.18204951
105865,0.13843095
105899,0.61531997
105906,0.094353214
105916,0.25624254
105923,0.34808755
105937,0.3988787
105965,0.10045604
105966,0.34528223
105968,0.42618868
105973,0.16859071
105976,0.4367828
105978,0.33767846
105979,0.091313034
105991,0.47975808
105998,0.4920498
105999,0.2245412
106000,0.57531154
106001,0.2627914
106010,0.32484728
106011,0.15207693
106013,0.58681864
106015,0.17487149
106026,0.11185363
106032,0.2278741
106035,0.7181409
106040,0.22376844
106041,0.34670594
106044,0.06671169
106053,0.5502899
106054,0.042031456
106065,0.5546297
106081,0.2317431
106083,0.29281455
106087,0.1462777
106090,0.3858307
106101,0.073881984
106102,0.17925858
106109,0.27335346
106116,0.35777605
106150,0.006554997
106155,0.40473107
106166,0.121767394
106176,0.42936137
106189,0.22090237
106199,0.29358906
106205,0.40137455
106206,0.4130586
106211,0.11040419
106214,0.18857843
106216,0.28276658
106217,0.22100924
106225,0.14942522
106249,0.19393837
106256,0.38829884
106258,0.22610973
106261,0.15772519
106262,0.45201242
106264,0.10521503
106271,0.21951135
106276,0.15738705
106277,0.39540255
106286,0.42994574
106293,0.1534958
106295,0.38033462
106296,0.2237711
106297,0.35173878
106298,0.23082107
106311,0.14427193
106314,0.3460781
106320,0.24430858
106334,0.32950217
106346,0.53410727
106347,0.060072634
106349,0.20774451
106354,0.31202897
106360,0.22639525
106373,0.37235895
106377,0.37642255
106386,0.5191239
106387,0.21808611
106391,0.07674538
106401,0.53625745
106411,0.5441868
106413,0.5225785
106426,0.3469665
106427,0.35204563
106428,0.34391394
106434,0.33991048
106438,0.28840166
106440,0.26893353
106441,0.12827994
106452,0.38034287
106453,0.4576581
106454,0.29897836
106457,0.3994694
106484,0.16749537
106488,0.35066333
106491,0.42754787
106514,0.4799534
106527,0.39886442
106528,0.24971494
106529,0.0144108115
106534,0.44903958
106550,0.59830165
106577,0.24641654
106585,0.3278638
106590,0.09781294
106607,0.15710701
106610,0.3177935
106611,0.27076858
106612,0.2774073
106624,0.21862006
106631,0.07213552
106647,0.8384423
106660,0.5279932
106674,0.24821176
106687,0.25855178
106712,0.26224607
106713,0.2568375
106717,0.23306996
106720,0.32674313
106721,0.3148453
106724,0.17244585
106735,0.4209462
106739,0.29856104
106740,0.34028563
106754,0.28322554
106760,0.60406846
106761,0.31334737
106784,0.38417378
106787,0.31696036
106797,0.15317987
106798,0.3405556
106802,0.37072375
106803,0.3305611
106804,0.73313564
106805,0.08487175
106810,0.3992284
106812,0.40601546
106813,0.33669943
106817,0.40184584
106822,0.21556102
106823,0.25151953
106827,0.14649197
106841,0.39339995
106851,0.5702403
106852,0.32977843
106853,0.5379228
106854,0.90063244
106861,0.16405796
106873,0.20069495
106877,0.16889258
106878,0.113017514
106881,0.342798
106900,0.12229686
106906,0.15490839
106907,0.38685966
106914,0.53440315
106916,0.31754845
106924,0.17161012
106931,0.13219063
106936,0.39078552
106937,0.44623876
106938,0.18810317
106939,0.25886545
106943,0.331249
106944,0.506478
106967,0.30841914
106980,0.18564443
106986,0.35607073
106987,0.13427739
106990,0.22098245
107013,0.0033411146
107023,0.25061235
107033,0.17921053
107037,0.44577554
107048,0.12425703
107071,0.08208198
107081,0.008681302
107113,0.2667232
107130,0.47225648
107131,0.131466
107145,0.53884405
107156,0.4257779
107219,0.44562447
107222,0.4318551
107223,0.6792881
107232,0.46023574
107245,0.39908743
107246,0.21143244
107247,0.30236933
107256,-0.02720591
107259,0.077967085
107260,0.102518715
107279,0.5305457
107280,0.28363883
107281,0.19896147
107285,0.11199858
107329,0.13259606
107337,0.51224154
107349,0.15625355
107350,0.066992864
107351,0.107707225
107359,0.47253865
107391,0.6255202
107394,0.17701714
107395,0.13613041
107406,0.22973055
107416,0.3785713
107417,0.21149272
107418,0.2910037
107419,0.22834347
107444,0.048859306
107445,0.26384544
107446,0.360242
107460,0.440741
107470,0.25187528
107475,0.40033486
107520,0.071762815
107526,0.3239784
107527,0.05774157
107530,0.0068810694
107532,0.31501886
107534,0.31395823
107535,0.35234007
107554,0.64900714
107556,0.13949408
107559,0.38232556
107561,0.07811399
107564,0.40875453
107566,0.16602504
107571,0.26423267
107590,0.55745625
107602,0.39911976
107625,0.24374226
107626,0.7124777
107635,0.059201583
107636,0.3425871
107645,0.21517745
107652,0.64736044
107655,0.13808319
107668,0.15760724
107670,0.3810416
107677,0.011431652
107680,0.36921376
107683,0.59028804
107684,0.084924825
107691,0.2784616
107692,0.2444933
107703,0.12785175
107709,0.15707016
107710,0.48789412
107721,0.61887705
107725,0.36119246
107727,0.1739518
107739,0.09552384
107740,0.28701118
107741,0.23123895
107747,0.13700497
107765,0.6987665
107768,0.09643197
107775,0.3395253
107782,0.57595146
107790,0.25757468
107801,0.24521376
107807,0.10994196
107811,0.09135626
107817,0.2764397
107826,0.17668101
107838,0.38706437
107839,0.2889729
107843,0.2571613
107847,0.40060785
107849,0.6042463
107850,0.2951157
107867,0.39963332
107871,0.26038548
107908,0.18360321
107913,0.39156035
107927,0.16479403
107931,0.33734336
107955,0.12873809
107962,0.45568398
107977,0.24568434
107978,0.36097
107993,0.19485931
108010,0.3982392
108016,0.13158198
108018,0.66565925
108027,0.42607588
108045,0.47292283
108069,0.5470073
108082,0.16206509
108089,0.3584023
108092,0.10315422
108106,0.14756547
108112,0.28662157
108120,0.33532608
108122,0.55539626
108135,0.22117962
108170,0.15701517
108171,0.28115994
108177,0.113408685
108180,0.2584295
108183,0.17389542
108184,0.1857095
108185,0.27466473
108192,0.35521114
108195,0.42565325
108196,0.34221974
108218,0.06647643
108219,0.4345804
108243,0.41378462
108249,0.13379946
108251,0.06522257
108274,0.1664461
108280,0.7960481
108289,0.21910706
108292,0.20114455
108295,0.08441662
108327,0.095969975
108332,0.18099901
108346,0.29095626
108349,0.44502038
108353,0.36476886
108362,0.2879587
108363,0.1702771
108377,0.7126239
108378,0.50058293
108381,0.007312815
108383,0.42018092
108390,0.3046069
108407,0.13207328
108408,0.1503078
108411,0.18334758
108412,0.2040644
108419,0.46643797
108436,0.63913774
108437,0.4730179
108438,0.27544668
108441,0.19755262
108448,0.114992745
108449,0.29052082
108466,0.1631348
108467,0.5425281
108473,0.2968587
108474,0.23868868
108476,0.11556504
108479,0.17703253
108486,0.041594256
108493,0.14276485
108501,0.17471533
108506,0.5283129
108510,0.33624575
108511,0.2846099
108514,0.2201093
108517,0.18747735
108519,0.43231815
108522,0.03410545
108548,0.4856367
108554,0.38688567
108555,0.60304546
108559,0.18627056
108562,0.2386392
108571,0.2102334
108572,0.1676393
108579,0.25131696
108583,0.118625194
108584,0.111558005
108592,0.15748155
108602,0.09158174
108609,0.1975253
108613,0.36138952
108616,0.28332642
108618,0.3751273
108620,0.11602259
108643,0.105480336
108649,0.1626531
108654,0.32664397
108655,0.13211921
108656,0.21885724
108667,0.3742574
108668,0.34102237
108682,0.32702172
108690,0.36669943
108691,0.35247728
108692,0.34287032
108695,0.33925593
108699,0.2221922
108710,0.46994564
108718,0.62610155
108739,0.5396235
108740,0.11452412
108741,0.023076449
108742,0.5258138
108763,0.060073487
108767,0.5190629
108769,0.40081832
108779,0.5814832
108788,0.16656962
108801,0.23495622
108802,0.30672753
108810,0.29146352
108811,0.14431919
108813,0.14546359
108814,0.34171042
108825,0.3351369
108826,0.42578936
108830,0.37356582
108834,0.14516081
108852,0.18887088
108887,0.39696446
108901,0.4232357
108908,0.042579554
108910,0.23778893
108920,0.20353082
108922,0.17886817
108929,0.41912374
108930,0.18304314
108937,0.46517643
108938,0.16023201
108943,0.35797882
108948,0.1935778
108953,0.28655487
108956,0.3065403
108965,0.12478831
108985,0.6039141
108986,0.35128644
108987,0.15121438
108990,0.0641398
108991,0.27399606
108993,0.6094817
109000,0.4053266
109001,0.40880412
109012,0.6278897
109014,0.30206344
109015,0.4005124
109021,0.11216788
109037,0.284863
109042,0.45150307
109044,0.2916957
109046,0.8002404
109064,-0.031560536
109084,0.30779415
109086,0.2648991
109092,0.025265682
109093,0.44611678
109100,0.43458444
109101,0.052412063
109110,0.27113983
109114,0.45898235
109126,0.49756363
109152,0.15058018
109162,0.2841573
109167,0.27073297
109168,0.28217593
109169,0.11963926
109179,0.30487353
109184,0.44519562
109191,0.5076832
109192,0.22670478
109193,0.09889339
109196,0.3455367
109206,0.3344303
109210,0.058394022
109244,0.49501574
109249,0.26222566
109273,0.09905873
109276,0.5401346
109281,0.15955602
109287,0.2726313
109297,0.47635958
109298,0.32788408
109306,0.13595106
109309,0.27974948
109321,0.6376135
109328,0.58029145
109336,0.13119458
109342,0.22542344
109346,0.12605698
109347,0.2840876
109348,0.4464993
109362,0.3420748
109363,0.061179243
109367,0.2119772
109370,0.06342045
109393,0.35162306
109405,0.2106806
109413,0.3835264
109414,0.80152357
109421,0.22260839
109427,0.42566726
109428,0.19126177
109429,0.45870164
109437,0.0892159
109443,0.1218767
109461,0.38560832
109468,0.3440087
109469,0.121409
109471,0.45046002
109479,0.23068434
109484,0.079718105
109501,0.37931168
109505,0.29352063
109535,0.29823416
109539,0.16791923
109544,0.3279459
109545,0.10690494
109551,0.3862289
109553,0.119874835
109555,0.1520004
109561,0.37353095
109580,0.094219856
109583,0.5658687
109593,0.5189036
109604,0.3483462
109620,0.3642042
109635,0.06530152
109637,0.6817123
109638,0.2617584
109642,0.334909
109649,0.14993031
109652,0.24612921
109656,0.090642415
109663,0.32216606
109696,0.6169982
109700,0.53597844
109709,0.3401522
109735,0.20146537
109740,0.22823222
109741,0.49626103
109749,0.4204447
109764,0.024584325
109771,0.40127578
109772,0.12056813
109773,0.59905493
109798,0.27400947
109802,0.4431754
109804,0.178213
109813,0.18689144
109818,0.23878072
109848,0.2075611
109850,0.18094444
109851,0.14574185
109855,0.13744801
109871,0.7598274
109877,0.32818145
109883,0.15430337
109886,0.08982499
109905,0.38398716
109936,0.69766986
109950,0.40303198
109958,0.23080097
109959,0.4753998
109969,0.14868985
109971,-0.0051735803
109984,0.10393347
109985,0.6288453
109988,0.16171764
109992,0.30420953
110005,0.256855
110009,0.31037217
110011,0.6954225
110014,0.3001998
110026,0.116435826
110042,0.19845814
110058,0.066909134
110069,0.44883326
110080,0.17697375
110087,0.30947345
110091,0.18598928
110094,0.25464377
110098,0.5437317
110105,0.28610098
110117,0.20808767
110136,0.5237206
110138,0.6207154
110149,0.39358053
110164,0.36900508
110202,0.45103523
110212,0.04440451
110226,0.021088319
110236,0.13616878
110249,0.09678236
110257,0.21743006
110258,0.07398872
110277,0.1657157
110282,0.21503896
110284,0.13343713
110286,0.24717881
110289,0.123712026
110304,0.17172493
110319,0.2731457
110324,0.31319854
110326,0.19500421
110335,0.27024516
110337,0.46319425
110338,0.3347673
110343,0.3110455
110345,0.28295922
110347,0.4911936
110355,0.031746708
110359,0.2440137
110360,0.4624329
110364,0.40155518
110371,0.3436675
110372,0.2067905
110376,0.32105142
110379,0.5841774
110380,0.2686496
110393,0.3480469
110401,0.74123514
110406,0.10790328
110411,0.21404375
110416,0.17794073
110420,0.118552044
110443,0.21813843
110465,0.17052875
110468,0.27862993
110469,0.29429784
110471,0.6886601
110487,0.6045122
110491,0.29296654
110504,0.3328739
110547,0.15299603
110550,0.060348418
110559,0.49546662
110578,0.38242897
110582,0.35335493
110590,0.31967777
110598,0.19944629
110601,0.6882687
110602,0.09142263
110604,0.27368897
110625,0.61473477
110626,0.48127216
110636,0.44227183
110637,0.359412
110638,0.46223632
110646,0.19501522
110648,0.19130073
110652,0.20432363
110681,0.12427969
110682,0.3708525
110687,0.4828417
110691,0.059919238
110694,0.26477468
110695,0.13777316
110696,0.2582896
110708,0.1633393
110710,0.17489688
110717,0.28289756
110730,0.2919877
110740,0.2557864
110742,0.119281135
110747,0.19540222
110761,0.21367453
110766,0.17121384
110769,0.20234421
110774,0.23076059
110803,0.16100357
110805,0.18413721
110809,0.6619802
110827,0.3207652
110832,0.08265323
110839,0.3108075
110859,0.43200183
110861,0.062954836
110863,0.62774277
110865,0.39636785
110881,0.41280153
110889,0.19948147
110891,0.13078657
110894,0.036037836
110895,0.38547704
110907,0.52895796
110914,0.36087105
110933,0.10509971
110934,0.019212862
110937,0.081786655
110953,0.08999082
110954,0.56190515
110958,0.5766596
110970,0.1720205
110974,0.46624625
110977,0.45710924
110989,0.090281285
110993,0.69871753
110994,0.6765916
111018,0.04948443
111019,0.18780467
111030,0.33636722
111032,0.22498702
111041,0.17668521
111045,0.1348497
111048,0.14373463
111052,0.31129017
111070,0.6668221
111084,0.3849735
111091,0.22588922
111104,0.1424693
111108,0.2903421
111112,0.21663053
