SK_ID_CURR,TARGET
101649,0.406
101650,0.342
101665,0.206
101667,0.47
101669,0.402
101674,0.468
101675,0.246
101678,0.438
101682,0.412
101686,0.264
101697,0.51
101700,0.684
101711,0.3
101714,0.18
101715,0.604
101728,0.258
101732,0.394
101757,0.484
101758,0.374
101759,0.322
101762,0.19
101764,0.324
101780,0.62
101784,0.16
101789,0.158
101816,0.29
101819,0.264
101827,0.134
101863,0.398
101867,0.39
101870,0.162
101873,0.55
101878,0.51
101879,0.294
101880,0.154
101887,0.274
101897,0.282
101901,0.44
101903,0.59
101920,0.188
101921,0.26
101922,0.372
101961,0.438
101962,0.35
101971,0.324
101976,0.472
102002,0.424
102005,0.252
102007,0.602
102017,0.196
102019,0.584
102029,0.172
102051,0.62
102052,0.148
102054,0.134
102062,0.182
102067,0.384
102068,0.368
102070,0.33
102090,0.374
102092,0.396
102099,0.428
102100,0.288
102112,0.32
102113,0.262
102122,0.528
102123,0.384
102125,0.252
102126,0.546
102146,0.408
102147,0.422
102151,0.248
102158,0.552
102159,0.226
102162,0.606
102165,0.208
102166,0.154
102174,0.216
102193,0.48
102198,0.164
102205,0.342
102206,0.188
102218,0.182
102221,0.218
102230,0.322
102238,0.39
102248,0.306
102252,0.622
102259,0.456
102262,0.448
102273,0.318
102286,0.456
102293,0.158
102294,0.228
102296,0.348
102298,0.372
102303,0.196
102309,0.248
102315,0.302
102340,0.218
102342,0.316
102344,0.252
102346,0.274
102347,0.276
102374,0.398
102380,0.16
102387,0.288
102393,0.324
102403,0.186
102413,0.212
102414,0.176
102415,0.202
102416,0.312
102439,0.3
102441,0.288
102443,0.23
102444,0.386
102445,0.482
102448,0.312
102449,0.334
102450,0.472
102456,0.264
102458,0.418
102459,0.21
102465,0.2
102470,0.548
102471,0.408
102475,0.286
102476,0.45
102506,0.354
102509,0.32
102519,0.336
102522,0.35
102545,0.226
102549,0.302
102562,0.15
102563,0.166
102568,0.458
102582,0.424
102592,0.234
102597,0.54
102605,0.274
102614,0.196
102617,0.456
102634,0.392
102652,0.152
102655,0.07
102671,0.372
102694,0.576
102701,0.34
102703,0.152
102704,0.13
102713,0.334
102720,0.52
102731,0.226
102733,0.28
102749,0.156
102755,0.302
102763,0.32
102770,0.312
102772,0.414
102799,0.552
102838,0.222
102854,0.234
102862,0.44
102863,0.134
102867,0.23
102868,0.226
102878,0.348
102887,0.4
102898,0.548
102904,0.372
102912,0.32
102919,0.164
102927,0.29
102932,0.262
102933,0.334
102935,0.184
102958,0.35
102969,0.458
102971,0.244
102975,0.298
102979,0.316
102982,0.152
102987,0.48
102989,0.364
102995,0.364
102996,0.278
103000,0.22
103001,0.374
103004,0.302
103010,0.19
103025,0.506
103029,0.41
103046,0.398
103056,0.276
103062,0.384
103078,0.156
103083,0.144
103092,0.288
103096,0.406
103097,0.68
103102,0.398
103112,0.34
103132,0.242
103144,0.456
103145,0.546
103146,0.178
103147,0.384
103158,0.202
103171,0.406
103173,0.208
103184,0.294
103195,0.566
103196,0.318
103206,0.312
103230,0.484
103231,0.568
103232,0.302
103239,0.416
103240,0.48
103243,0.222
103252,0.436
103258,0.294
103259,0.57
103279,0.146
103280,0.176
103286,0.158
103287,0.61
103290,0.184
103298,0.306
103315,0.26
103319,0.194
103334,0.348
103336,0.436
103345,0.264
103368,0.228
103371,0.508
103377,0.362
103398,0.148
103404,0.302
103408,0.518
103410,0.364
103418,0.232
103420,0.528
103432,0.34
103433,0.19
103436,0.23
103440,0.3
103453,0.31
103459,0.322
103460,0.3
103461,0.178
103462,0.322
103473,0.426
103474,0.156
103475,0.528
103478,0.542
103480,0.348
103484,0.248
103494,0.434
103513,0.364
103515,0.22
103516,0.498
103525,0.396
103541,0.532
103544,0.14
103562,0.732
103570,0.716
103572,0.394
103574,0.188
103575,0.288
103591,0.418
103594,0.34
103609,0.314
103613,0.306
103614,0.286
103615,0.384
103624,0.268
103625,0.584
103628,0.452
103629,0.294
103647,0.302
103648,0.34
103651,0.264
103658,0.224
103668,0.294
103669,0.15
103676,0.338
103682,0.456
103683,0.342
103689,0.246
103725,0.378
103733,0.418
103744,0.202
103762,0.346
103771,0.528
103773,0.184
103783,0.206
103784,0.252
103808,0.098
103812,0.278
103813,0.564
103814,0.48
103818,0.544
103824,0.254
103828,0.148
103830,0.652
103840,0.234
103842,0.386
103847,0.488
103848,0.438
103851,0.166
103854,0.43
103857,0.43
103861,0.216
103862,0.462
103865,0.31
103870,0.286
103876,0.19
103891,0.704
103908,0.334
103914,0.348
103918,0.26
103940,0.31
103963,0.38
103966,0.382
103971,0.352
103980,0.458
103984,0.314
103985,0.224
103998,0.56
104019,0.108
104026,0.25
104035,0.434
104044,0.428
104045,0.308
104047,0.552
104051,0.2
104058,0.316
104063,0.106
104066,0.39
104087,0.19
104089,0.242
104095,0.306
104098,0.436
104104,0.244
104110,0.756
104120,0.456
104122,0.17
104131,0.282
104132,0.464
104135,0.268
104136,0.22
104149,0.374
104150,0.242
104156,0.65
104165,0.308
104175,0.346
104179,0.336
104184,0.468
104206,0.186
104216,0.552
104230,0.46
104257,0.272
104272,0.322
104273,0.33
104278,0.198
104294,0.446
104295,0.26
104297,0.296
104298,0.338
104308,0.32
104318,0.178
104319,0.39
104320,0.374
104327,0.358
104334,0.318
104344,0.21
104350,0.272
104351,0.558
104354,0.302
104369,0.452
104376,0.276
104381,0.244
104384,0.202
104391,0.202
104394,0.272
104398,0.54
104402,0.168
104408,0.428
104409,0.18
104410,0.57
104412,0.306
104417,0.46
104424,0.502
104426,0.304
104435,0.334
104445,0.22
104458,0.226
104460,0.262
104466,0.2
104472,0.376
104473,0.336
104479,0.12
104480,0.21
104482,0.416
104499,0.202
104501,0.162
104502,0.192
104506,0.392
104510,0.134
104512,0.434
104520,0.392
104528,0.4
104529,0.174
104541,0.29
104578,0.218
104584,0.394
104588,0.47
104602,0.504
104610,0.146
104611,0.39
104618,0.376
104620,0.202
104622,0.252
104624,0.214
104625,0.472
104634,0.412
104639,0.312
104646,0.314
104647,0.362
104652,0.218
104670,0.3
104677,0.202
104685,0.444
104691,0.174
104696,0.262
104699,0.16
104712,0.37
104714,0.314
104717,0.264
104718,0.266
104740,0.268
104741,0.222
104743,0.178
104744,0.216
104747,0.454
104767,0.302
104772,0.628
104776,0.514
104779,0.152
104814,0.206
104815,0.184
104830,0.468
104831,0.476
104833,0.44
104839,0.182
104840,0.354
104860,0.322
104861,0.266
104866,0.28
104870,0.148
104877,0.354
104878,0.13
104879,0.282
104880,0.196
104899,0.312
104906,0.316
104907,0.364
104913,0.404
104916,0.34
104921,0.344
104930,0.248
104931,0.626
104936,0.234
104937,0.244
104942,0.276
104943,0.22
104969,0.422
104972,0.608
104988,0.316
105013,0.166
105015,0.144
105019,0.252
105027,0.23
105030,0.312
105035,0.628
105041,0.122
105051,0.36
105056,0.32
105067,0.682
105071,0.276
105072,0.212
105074,0.36
105091,0.196
105101,0.214
105103,0.252
105134,0.192
105139,0.13
105142,0.49
105146,0.234
105163,0.218
105168,0.372
105172,0.226
105176,0.612
105195,0.288
105196,0.508
105197,0.176
105203,0.258
105223,0.344
105227,0.416
105228,0.216
105230,0.248
105231,0.396
105239,0.272
105242,0.326
105244,0.308
105245,0.274
105248,0.252
105249,0.316
105266,0.468
105271,0.568
105276,0.27
105282,0.136
105292,0.482
105297,0.16
105332,0.378
105333,0.278
105343,0.272
105344,0.424
105345,0.338
105357,0.222
105359,0.188
105366,0.268
105367,0.346
105370,0.164
105377,0.39
105390,0.376
105399,0.194
105403,0.418
105404,0.274
105414,0.17
105417,0.336
105425,0.524
105452,0.478
105454,0.342
105456,0.346
105470,0.184
105471,0.274
105483,0.348
105493,0.348
105508,0.308
105514,0.406
105515,0.106
105528,0.622
105529,0.24
105531,0.36
105532,0.292
105558,0.094
105574,0.166
105578,0.138
105584,0.652
105595,0.404
105617,0.266
105618,0.288
105621,0.258
105625,0.348
105629,0.348
105630,0.156
105634,0.134
105635,0.164
105641,0.318
105647,0.362
105648,0.302
105655,0.226
105657,0.134
105672,0.358
105678,0.436
105682,0.484
105691,0.374
105692,0.272
105706,0.314
105712,0.256
105720,0.336
105734,0.272
105735,0.254
105736,0.568
105737,0.146
105738,0.356
105740,0.474
105744,0.35
105747,0.208
105749,0.512
105754,0.28
105758,0.336
105760,0.246
105767,0.386
105784,0.55
105791,0.192
105802,0.532
105807,0.466
105809,0.342
105816,0.274
105817,0.254
105824,0.472
105832,0.34
105856,0.304
105865,0.212
105899,0.582
105906,0.202
105916,0.27
105923,0.39
105937,0.396
105965,0.098
105966,0.328
105968,0.478
105973,0.234
105976,0.498
105978,0.304
105979,0.234
105991,0.468
105998,0.424
105999,0.288
106000,0.496
106001,0.368
106010,0.362
106011,0.296
106013,0.548
106015,0.208
106026,0.126
106032,0.188
106035,0.632
106040,0.282
106041,0.384
106044,0.238
106053,0.572
106054,0.126
106065,0.586
106081,0.278
106083,0.328
106087,0.198
106090,0.45
106101,0.174
106102,0.26
106109,0.392
106116,0.316
106150,0.164
106155,0.406
106166,0.156
106176,0.44
106189,0.226
106199,0.248
106205,0.41
106206,0.422
106211,0.274
106214,0.286
106216,0.332
106217,0.26
106225,0.304
106249,0.338
106256,0.406
106258,0.248
106261,0.32
106262,0.404
106264,0.232
106271,0.248
106276,0.204
106277,0.352
106286,0.488
106293,0.178
106295,0.332
106296,0.27
106297,0.304
106298,0.276
106311,0.226
106314,0.39
106320,0.268
106334,0.306
106346,0.49
106347,0.126
106349,0.278
106354,0.294
106360,0.248
106373,0.452
106377,0.37
106386,0.516
106387,0.278
106391,0.188
106401,0.598
106411,0.548
106413,0.502
106426,0.39
106427,0.404
106428,0.372
106434,0.352
106438,0.352
106440,0.326
106441,0.166
106452,0.42
106453,0.538
106454,0.38
106457,0.438
106484,0.222
106488,0.44
106491,0.398
106514,0.4
106527,0.44
106528,0.374
106529,0.086
106534,0.386
106550,0.456
106577,0.298
106585,0.398
106590,0.138
106607,0.18
106610,0.292
106611,0.302
106612,0.314
106624,0.242
106631,0.142
106647,0.61
106660,0.47
106674,0.376
106687,0.352
106712,0.348
106713,0.25
106717,0.322
106720,0.396
106721,0.376
106724,0.216
106735,0.428
106739,0.35
106740,0.3
106754,0.338
106760,0.508
106761,0.332
106784,0.506
106787,0.384
106797,0.146
106798,0.256
106802,0.464
106803,0.32
106804,0.716
106805,0.168
106810,0.422
106812,0.386
106813,0.35
106817,0.388
106822,0.232
106823,0.282
106827,0.12
106841,0.344
106851,0.508
106852,0.376
106853,0.578
106854,0.732
106861,0.302
106873,0.212
106877,0.242
106878,0.118
106881,0.282
106900,0.246
106906,0.276
106907,0.422
106914,0.468
106916,0.298
106924,0.276
106931,0.198
106936,0.394
106937,0.426
106938,0.226
106939,0.364
106943,0.4
106944,0.546
106967,0.314
106980,0.276
106986,0.376
106987,0.17
106990,0.208
107013,0.148
107023,0.306
107033,0.25
107037,0.454
107048,0.22
107071,0.15
107081,0.168
107113,0.232
107130,0.53
107131,0.216
107145,0.512
107156,0.42
107219,0.39
107222,0.394
107223,0.612
107232,0.448
107245,0.402
107246,0.26
107247,0.308
107256,0.082
107259,0.174
107260,0.15
107279,0.534
107280,0.26
107281,0.23
107285,0.12
107329,0.194
107337,0.482
107349,0.228
107350,0.152
107351,0.168
107359,0.444
107391,0.624
107394,0.324
107395,0.222
107406,0.298
107416,0.394
107417,0.192
107418,0.32
107419,0.236
107444,0.126
107445,0.226
107446,0.372
107460,0.532
107470,0.28
107475,0.254
107520,0.162
107526,0.4
107527,0.16
107530,0.192
107532,0.37
107534,0.358
107535,0.434
107554,0.61
107556,0.23
107559,0.444
107561,0.178
107564,0.446
107566,0.18
107571,0.308
107590,0.532
107602,0.398
107625,0.31
107626,0.636
107635,0.124
107636,0.436
107645,0.268
107652,0.606
107655,0.276
107668,0.24
107670,0.368
107677,0.168
107680,0.484
107683,0.608
107684,0.186
107691,0.348
107692,0.312
107703,0.204
107709,0.182
107710,0.468
107721,0.546
107725,0.33
107727,0.246
107739,0.182
107740,0.286
107741,0.228
107747,0.144
107765,0.652
107768,0.184
107775,0.45
107782,0.55
107790,0.238
107801,0.244
107807,0.194
107811,0.224
107817,0.282
107826,0.14
107838,0.516
107839,0.222
107843,0.362
107847,0.378
107849,0.54
107850,0.306
107867,0.504
107871,0.264
107908,0.138
107913,0.352
107927,0.144
107931,0.36
107955,0.18
107962,0.416
107977,0.292
107978,0.386
107993,0.26
108010,0.394
108016,0.214
108018,0.566
108027,0.364
108045,0.482
108069,0.596
108082,0.232
108089,0.31
108092,0.188
108106,0.226
108112,0.33
108120,0.386
108122,0.586
108135,0.312
108170,0.198
108171,0.33
108177,0.122
108180,0.276
108183,0.262
108184,0.298
108185,0.36
108192,0.318
108195,0.4
108196,0.372
108218,0.164
108219,0.506
108243,0.46
108249,0.142
108251,0.25
108274,0.238
108280,0.762
108289,0.25
108292,0.208
108295,0.198
108327,0.248
108332,0.23
108346,0.268
108349,0.456
108353,0.37
108362,0.258
108363,0.25
108377,0.62
108378,0.538
108381,0.148
108383,0.412
108390,0.32
108407,0.202
108408,0.184
108411,0.212
108412,0.18
108419,0.504
108436,0.618
108437,0.448
108438,0.308
108441,0.232
108448,0.148
108449,0.31
108466,0.272
108467,0.46
108473,0.306
108474,0.27
108476,0.262
108479,0.306
108486,0.11
108493,0.212
108501,0.172
108506,0.472
108510,0.388
108511,0.344
108514,0.2
108517,0.154
108519,0.442
108522,0.116
108548,0.472
108554,0.396
108555,0.572
108559,0.266
108562,0.228
108571,0.218
108572,0.176
108579,0.298
108583,0.164
108584,0.188
108592,0.244
108602,0.18
108609,0.218
108613,0.402
108616,0.366
108618,0.244
108620,0.252
108643,0.236
108649,0.202
108654,0.29
108655,0.174
108656,0.27
108667,0.292
108668,0.416
108682,0.352
108690,0.422
108691,0.332
108692,0.4
108695,0.354
108699,0.334
108710,0.494
108718,0.564
108739,0.462
108740,0.124
108741,0.138
108742,0.466
108763,0.198
108767,0.462
108769,0.446
108779,0.542
108788,0.272
108801,0.252
108802,0.284
108810,0.288
108811,0.196
108813,0.162
108814,0.39
108825,0.322
108826,0.466
108830,0.466
108834,0.19
108852,0.268
108887,0.402
108901,0.488
108908,0.138
108910,0.342
108920,0.286
108922,0.322
108929,0.524
108930,0.24
108937,0.442
108938,0.192
108943,0.39
108948,0.232
108953,0.322
108956,0.344
108965,0.27
108985,0.578
108986,0.452
108987,0.21
108990,0.13
108991,0.412
108993,0.546
109000,0.42
109001,0.438
109012,0.56
109014,0.354
109015,0.422
109021,0.16
109037,0.276
109042,0.41
109044,0.296
109046,0.702
109064,0.164
109084,0.236
109086,0.258
109092,0.174
109093,0.518
109100,0.424
109101,0.146
109110,0.306
109114,0.388
109126,0.472
109152,0.192
109162,0.286
109167,0.232
109168,0.238
109169,0.172
109179,0.392
109184,0.402
109191,0.568
109192,0.248
109193,0.22
109196,0.372
109206,0.424
109210,0.138
109244,0.432
109249,0.3
109273,0.19
109276,0.49
109281,0.284
109287,0.262
109297,0.52
109298,0.358
109306,0.186
109309,0.324
109321,0.56
109328,0.544
109336,0.224
109342,0.276
109346,0.144
109347,0.346
109348,0.44
109362,0.242
109363,0.188
109367,0.214
109370,0.2
109393,0.384
109405,0.244
109413,0.404
109414,0.74
109421,0.166
109427,0.444
109428,0.254
109429,0.486
109437,0.186
109443,0.194
109461,0.434
109468,0.384
109469,0.218
109471,0.388
109479,0.274
109484,0.142
109501,0.31
109505,0.358
109535,0.394
109539,0.178
109544,0.324
109545,0.13
109551,0.402
109553,0.188
109555,0.182
109561,0.384
109580,0.134
109583,0.612
109593,0.422
109604,0.366
109620,0.354
109635,0.172
109637,0.658
109638,0.338
109642,0.368
109649,0.214
109652,0.326
109656,0.148
109663,0.336
109696,0.552
109700,0.516
109709,0.35
109735,0.298
109740,0.206
109741,0.634
109749,0.43
109764,0.092
109771,0.432
109772,0.168
109773,0.486
109798,0.394
109802,0.408
109804,0.204
109813,0.284
109818,0.31
109848,0.388
109850,0.208
109851,0.216
109855,0.158
109871,0.644
109877,0.324
109883,0.198
109886,0.16
109905,0.358
109936,0.648
109950,0.394
109958,0.34
109959,0.438
109969,0.18
109971,0.13
109984,0.18
109985,0.536
109988,0.194
109992,0.34
110005,0.224
110009,0.366
110011,0.604
110014,0.384
110026,0.166
110042,0.218
110058,0.192
110069,0.412
110080,0.212
110087,0.26
110091,0.19
110094,0.312
110098,0.474
110105,0.432
110117,0.328
110136,0.552
110138,0.674
110149,0.352
110164,0.404
110202,0.506
110212,0.184
110226,0.148
110236,0.214
110249,0.098
110257,0.274
110258,0.152
110277,0.158
110282,0.318
110284,0.182
110286,0.27
110289,0.19
110304,0.226
110319,0.338
110324,0.344
110326,0.248
110335,0.288
110337,0.41
110338,0.268
110343,0.342
110345,0.31
110347,0.412
110355,0.132
110359,0.198
110360,0.474
110364,0.408
110371,0.394
110372,0.232
110376,0.324
110379,0.58
110380,0.25
110393,0.366
110401,0.638
110406,0.128
110411,0.204
110416,0.202
110420,0.15
110443,0.206
110465,0.198
110468,0.362
110469,0.3
110471,0.68
110487,0.578
110491,0.224
110504,0.388
110547,0.214
110550,0.156
110559,0.504
110578,0.4
110582,0.382
110590,0.3
110598,0.312
110601,0.616
110602,0.104
110604,0.332
110625,0.542
110626,0.472
110636,0.412
110637,0.416
110638,0.498
110646,0.234
110648,0.166
110652,0.272
110681,0.242
110682,0.34
110687,0.524
110691,0.13
110694,0.268
110695,0.146
110696,0.264
110708,0.27
110710,0.18
110717,0.328
110730,0.352
110740,0.312
110742,0.146
110747,0.214
110761,0.172
110766,0.154
110769,0.198
110774,0.312
110803,0.144
110805,0.28
110809,0.632
110827,0.342
110832,0.176
110839,0.348
110859,0.438
110861,0.236
110863,0.616
110865,0.458
110881,0.522
110889,0.264
110891,0.158
110894,0.192
110895,0.444
110907,0.524
110914,0.35
110933,0.234
110934,0.166
110937,0.146
110953,0.142
110954,0.596
110958,0.664
110970,0.212
110974,0.5
110977,0.412
110989,0.242
110993,0.598
110994,0.608
111018,0.126
111019,0.308
111030,0.362
111032,0.262
111041,0.23
111045,0.288
111048,0.3
111052,0.368
111070,0.656
111084,0.392
111091,0.206
111104,0.18
111108,0.36
111112,0.222
111127,0.162
111142,0.412
111146,0.522
111165,0.208
111168,0.218
111169,0.66
111172,0.216
111173,0.098
111174,0.364
111175,0.438
111176,0.21
111177,0.336
111180,0.184
111182,0.154
111192,0.278
111194,0.456
111196,0.284
111197,0.162
111198,0.136
111205,0.266
111207,0.386
111222,0.176
111228,0.232
111233,0.26
111256,0.128
111258,0.126
111262,0.154
111263,0.338
111267,0.132
111269,0.182
111276,0.22
111277,0.54
111279,0.45
111290,0.14
111294,0.188
111295,0.35
111315,0.576
111318,0.448
111327,0.128
111328,0.34
111332,0.42
111338,0.142
111343,0.492
111344,0.282
111345,0.61
111347,0.202
111356,0.12
111359,0.382
111367,0.24
111368,0.31
111391,0.442
111408,0.144
111412,0.27
111419,0.474
111422,0.266
111423,0.694
111439,0.168
111452,0.602
111456,0.206
111467,0.27
111478,0.478
111482,0.176
111488,0.516
111503,0.374
111510,0.132
111512,0.202
111518,0.356
111532,0.4
111537,0.184
111541,0.306
111544,0.334
111550,0.124
111554,0.494
111560,0.51
111566,0.256
111567,0.49
111592,0.218
111618,0.336
111620,0.314
111627,0.142
111641,0.558
111646,0.648
111652,0.25
111657,0.218
111664,0.396
111665,0.328
111669,0.24
111673,0.17
111687,0.24
111688,0.242
111689,0.194
111694,0.222
111695,0.23
111698,0.232
111703,0.164
111709,0.132
111712,0.188
111715,0.338
111724,0.262
111730,0.202
111747,0.28
111760,0.234
111761,0.182
111763,0.252
111776,0.242
111777,0.126
111781,0.16
111793,0.358
111804,0.558
111810,0.748
111816,0.216
111818,0.244
111830,0.188
111832,0.25
111841,0.176
111842,0.296
111843,0.452
111846,0.452
111848,0.476
111856,0.202
111857,0.138
111877,0.106
111882,0.16
111883,0.224
111891,0.13
111893,0.254
111901,0.208
111912,0.386
111913,0.194
111955,0.216
111958,0.156
111960,0.49
111967,0.416
112000,0.39
112003,0.428
112015,0.494
112019,0.554
112020,0.302
112028,0.26
112029,0.47
112031,0.272
112039,0.292
112042,0.13
112049,0.184
112052,0.47
112054,0.142
112055,0.246
112063,0.334
112070,0.266
112071,0.396
112080,0.25
112083,0.192
112085,0.24
112089,0.332
112098,0.604
112100,0.216
112105,0.43
112124,0.284
112126,0.354
112127,0.442
112128,0.288
112148,0.266
112149,0.212
112165,0.404
112170,0.244
112171,0.276
112176,0.308
112186,0.114
112199,0.31
112203,0.212
112214,0.432
112215,0.29
112216,0.41
112224,0.38
112225,0.192
112231,0.546
112234,0.444
112235,0.134
112236,0.422
112254,0.484
112265,0.426
112271,0.246
112284,0.322
112287,0.36
112295,0.536
112303,0.528
112307,0.584
112310,0.276
112312,0.44
112313,0.144
112326,0.374
112333,0.242
112334,0.254
112339,0.222
112347,0.306
112350,0.326
112356,0.542
112357,0.396
112359,0.494
112360,0.444
112371,0.312
112385,0.228
112392,0.16
112401,0.588
112405,0.306
112414,0.666
112429,0.254
112448,0.174
112467,0.38
112468,0.472
112469,0.344
112491,0.374
112500,0.442
112510,0.608
112535,0.47
112537,0.236
112551,0.346
112552,0.238
112556,0.376
112577,0.352
112590,0.43
112593,0.166
112596,0.482
112601,0.138
112604,0.51
112622,0.118
112655,0.204
112663,0.134
112667,0.086
112670,0.184
112676,0.328
112677,0.398
112679,0.18
112683,0.25
112688,0.298
112692,0.478
112696,0.394
112702,0.318
112709,0.066
112720,0.338
112735,0.266
112738,0.342
112742,0.226
112748,0.196
112749,0.12
112766,0.326
112767,0.268
112769,0.176
112771,0.284
112775,0.218
112794,0.39
112795,0.224
112796,0.222
112815,0.28
112817,0.202
112821,0.368
112822,0.408
112829,0.472
112831,0.606
112835,0.236
112838,0.216
112842,0.206
112844,0.556
112845,0.078
112846,0.138
112847,0.096
112867,0.32
112868,0.24
112874,0.15
112879,0.184
112882,0.422
112886,0.278
112895,0.322
112896,0.504
112902,0.298
112904,0.21
112917,0.668
112932,0.386
112944,0.178
112946,0.286
112947,0.258
112948,0.286
112966,0.454
112967,0.178
112971,0.262
112973,0.27
112974,0.334
112978,0.472
112988,0.104
112992,0.486
113003,0.284
113004,0.26
113007,0.688
113020,0.478
113025,0.548
113032,0.092
113042,0.426
113047,0.196
113066,0.262
113067,0.416
113071,0.316
113087,0.34
113108,0.19
113109,0.27
113123,0.278
113128,0.786
113134,0.33
113151,0.29
113175,0.536
113181,0.186
113188,0.53
113191,0.154
113193,0.522
113201,0.36
113209,0.21
113222,0.312
113248,0.192
113272,0.286
113276,0.128
113287,0.15
113302,0.29
113308,0.332
113316,0.51
113318,0.238
113320,0.226
113322,0.546
113325,0.448
113326,0.286
113332,0.188
113346,0.658
113352,0.252
113361,0.224
113362,0.202
113365,0.266
113366,0.2
113368,0.164
113382,0.224
113385,0.234
113390,0.382
113391,0.226
113393,0.272
113396,0.388
113397,0.346
113402,0.176
113403,0.222
113405,0.31
113406,0.318
113410,0.71
113413,0.16
113418,0.258
113419,0.294
113435,0.382
113438,0.394
113447,0.198
113458,0.38
113466,0.16
113475,0.234
113482,0.34
113490,0.234
113505,0.316
113508,0.282
113520,0.234
113532,0.28
113535,0.258
113549,0.302
113557,0.45
113558,0.172
113561,0.228
113566,0.138
113569,0.39
113574,0.182
113576,0.48
113577,0.32
113585,0.246
113587,0.512
113599,0.468
113601,0.298
113602,0.456
113605,0.264
113609,0.55
113611,0.452
113616,0.234
113627,0.672
113631,0.55
113643,0.286
113652,0.432
113657,0.326
113659,0.104
113672,0.328
113680,0.226
113692,0.242
113694,0.402
113695,0.512
113701,0.256
113733,0.224
113738,0.4
113740,0.346
113742,0.12
113777,0.182
113783,0.342
113788,0.404
113789,0.272
113791,0.47
113795,0.288
113799,0.43
113805,0.094
113820,0.364
113822,0.106
113824,0.178
113829,0.32
113832,0.098
113833,0.272
113841,0.256
113849,0.38
113862,0.448
113863,0.544
113864,0.316
113870,0.154
113875,0.266
113882,0.166
113887,0.376
113894,0.302
113909,0.242
113930,0.384
113936,0.392
113939,0.15
113942,0.354
113943,0.372
113945,0.386
113947,0.216
113950,0.194
113951,0.312
113957,0.358
113966,0.428
113967,0.27
113977,0.324
113984,0.466
113986,0.392
113992,0.166
113998,0.178
113999,0.634
114003,0.286
